Throttle_1,Throttle_2,Throttle_3,nGear_1,nGear_2,nGear_3,Track
90.15748031496064,72.36065573770492,62.95323741007194,6.354330708661418,5.478688524590164,4.446043165467626,Abu Dhabi
89.9140625,70.22622950819672,59.75627240143369,6.3984375,5.449180327868852,4.422939068100359,Abu Dhabi
90.609375,69.16776315789474,58.07473309608541,6.4765625,5.453947368421052,4.562277580071174,Abu Dhabi
89.072,69.99339933993399,60.73144876325088,6.544,5.673267326732673,4.706713780918728,Abu Dhabi
89.184,70.20198675496688,59.61619718309859,6.376,5.566225165562914,4.690140845070423,Abu Dhabi
88.94615384615385,69.95379537953795,58.39929328621909,6.476923076923077,5.514851485148514,4.58303886925795,Abu Dhabi
87.328125,67.99029126213593,55.80350877192983,6.546875,5.676375404530744,4.564912280701755,Abu Dhabi
88.97674418604652,69.22549019607843,58.41319444444444,6.232558139534884,5.326797385620915,4.28125,Abu Dhabi
87.98461538461538,68.76470588235294,56.177700348432055,6.530769230769231,5.660130718954249,4.526132404181185,Abu Dhabi
89.25,70.8827361563518,58.65277777777778,6.203125,5.342019543973941,4.298611111111,Abu Dhabi
87.32307692307693,66.11650485436893,57.395833333333336,6.315384615384615,5.378640776699029,4.27777777777778,Abu Dhabi
88.5891472868217,70.45659163987138,57.44290657439446,6.449612403100775,5.488745980707395,4.307958477508651,Abu Dhabi
88.0077519379845,68.1779935275081,58.597938144329895,6.24031007751938,5.436893203883495,4.285223367697594,Abu Dhabi
86.76153846153846,70.78964401294499,58.03472222222222,6.461538461538462,5.566343042071197,4.41319444444445,Abu Dhabi
88.72307692307692,67.78387096774193,54.22413793103448,6.307692307692308,5.5,4.272413793103448,Abu Dhabi
86.03100775193798,66.48076923076923,55.051194539249146,6.1937984496124034,5.458333333333,4.467576791808874,Abu Dhabi
89.0859375,67.94551282051282,58.11945392491467,6.3046875,5.407051282051282,4.351535836177474,Abu Dhabi
88.95384615384616,68.68709677419355,55.91891891891892,6.323076923076923,5.474193548387097,4.429054054054054,Abu Dhabi
87.72727272727273,67.69551282051282,55.58249158249159,6.1893939393939394,5.237179487179487,4.255892255892256,Abu Dhabi
86.87022900763358,68.0031746031746,57.73489932885906,6.145038167938932,5.196825396825397,4.1879194630872485,Abu Dhabi
88.71969696969697,70.60747663551402,60.08108108108108,6.287878787878788,5.277258566978193,4.260135135135135,Abu Dhabi
87.12592592592593,66.08536585365853,50.9375,6.2,5.359756097560975,4.256578947368421,Abu Dhabi
88.38636363636364,69.5246913580247,57.32781456953642,6.363636363636363,5.429012345679013,4.47682119205298,Abu Dhabi
88.35384615384615,66.99683544303798,56.22377622377623,6.292307692307692,5.208860759493671,4.311188811188811,Abu Dhabi
88.0,69.35474006116208,55.03344481605351,6.295454545454546,5.394495412844036,4.59866220735786,Abu Dhabi
85.64179104477611,64.01510574018127,51.810457516339866,6.246268656716418,5.395770392749244,4.359477124183006,Abu Dhabi
84.177777777778,64.34049079754601,48.955414012738856,6.044444444444,5.153374233128834,4.111464968152866,Abu Dhabi
84.75187969924812,65.18429003021149,50.23397435897436,6.360902255639098,5.190332326283988,4.153846153846154,Abu Dhabi
86.31851851851852,67.54434250764525,50.736334405144696,6.214814814814815,5.342507645259939,4.131832797427653,Abu Dhabi
85.8962962962963,65.74766355140187,52.25889967637541,6.214814814814815,5.283489096573208,4.310679611650485,Abu Dhabi
86.7089552238806,66.5122699386503,53.5,6.044776119402985,5.021472392638037,3.993377483443709,Abu Dhabi
83.73333333333333,65.84848484848484,52.43630573248408,6.014814814814815,5.063636363636364,4.038216560509555,Abu Dhabi
85.5,66.7129909365559,51.546325878594246,6.264705882352941,5.3444108761329305,4.287539936102236,Abu Dhabi
85.68613138686132,64.58610271903324,49.22784810126582,6.204379562043796,5.214501510574018,4.227848101265823,Abu Dhabi
82.87407407407407,64.74251497005989,47.456869009584665,6.014814814814815,5.284431137724551,4.18849840255591,Abu Dhabi
85.67647058823529,66.13595166163142,53.37579617834395,6.102941176470588,5.163141993957704,4.1528662420382165,Abu Dhabi
84.88148148148149,65.78614457831326,50.92282958199357,6.074074074074074,5.201807228915663,4.19935691318328,Abu Dhabi
85.02962962962962,67.92424242424242,51.60576923076923,5.814814814814815,5.318181818181818,4.410256410256411,Abu Dhabi
84.84782608695652,66.03303303303304,51.66246056782335,5.905797101449275,5.042042042042042,3.911671924290221,Abu Dhabi
85.21897810218978,65.2439024390244,50.69620253164557,6.014598540145985,4.926829268292683,4.025316455696203,Abu Dhabi
91.94594594594597,70.64872521246458,57.36697247706422,6.25,5.38243626062323,4.461773700305811,Abu Dhabi
90.14189189189187,71.34560906515581,59.30769230769231,6.317567567567568,5.390934844192635,4.48,Abu Dhabi
